docid,entityid,type
88,T. Ondra,Author
88,M. Pearce,Author
88,C. Rˆver,Author
88,A. Tournazi,Author
88,S. Unkel,Author
88,M. Ursino,Author
88,G. Wassmer,Author
88,N. Stallard,Author
89,Selection Induced Contrast Estimate (Sice) Effect,Topic
89,Junshui Ma,Author
89,Daniel J. Holder,Author
89,Defining The Inclusion/Exclusion (I/E) Criteria Of A Trial,Paper
90,Covid-19,Topic
90,Sars-Cov-2,Topic
90,World Health Organization,Author
90,Tobias M¸tze,Author
90,Tim Friede,Author
90,Data Monitoring Committee,Topic
90,Clinical Trials,Topic
90,Vaccination,Topic
90,Diagnostics,Topic
90,Mortality,Topic
90,Platform Trials,Topic
90,Adaptive Designs,Topic
90,Simulation Study,Topic
91,Coping With Information Loss And The Use Of Auxiliary Sources Of Data: A Report From The Niss Ingram Olkin Forum Series On Unplanned Clinical Trial Disruptions,Paper
91,Silvia Calderazzo,Author
91,Sergey Tarima,Author
91,Carissa Reid,Author
91,Nancy Flournoy,Author
91,Tim Friede,Author
91,Nancy Geller,Author
91,James L Rosenberger,Author
91,Nigel Stallard,Author
91,Moreno Ursino,Author
91,Marc Vandemeulebroecke,Author
91,Kelly Van Lancker,Author
91,Sarah Zohar,Author
91,Sars-Cov-2,Topic
91,Covid-19,Topic
91,Primary Care Pediatrics Learning Activity Nutrition (Plan) Study,Topic
92,Oncology Clinical Trial Design Planning Based On A Multistate Model That Jointly Models Progression-Free And Overall Survival Endpoints,Paper
92,Alexandra Erdmann,Author
92,Jan Beyersmann,Author
92,Kaspar Rufibach,Author
92,Overall Survival (Os),Topic
92,Progression-Free Survival (Pfs),Topic
92,Multistate Model,Topic
92,Non-Small-Cell Lung Cancer,Topic
92,Clinical Trial Design,Topic
92,R Package,Topic
93,Hierarchical Bayesian Inference,Topic
93,Cortical Hierarchies,Topic
93,Anatomical Accounts Of Cortical Organisation,Topic
93,Andreea O. Diaconescu,Author
93,Vladimir Litvak,Author
93,Christoph Mathys,Author
93,Lars Kasper,Author
93,Karl J. Friston,Author
93,Klaas E. Stephan,Author
93,Neuroimaging And Electrophysiological Data,Topic
93,Social Learning Task,Topic
93,Disorders Of Perception,Topic
93,Schizophrenia,Topic
93,Autism,Topic
94,Alzheimer'S Disease,Topic
94,Bayesian Neural Networks,Topic
94,Quantitative Eeg Markers,Topic
94,Wolfgang Fruehwirt,Author
94,Adam D. Cobb,Author
94,Martin Mairhofer,Author
94,Leonard Weydemann,Author
94,Heinrich Garn,Author
94,Reinhold Schmidt,Author
94,Thomas Benke,Author
94,Peter Dal-Bianco,Author
94,Gerhard Ransmayr,Author
94,Markus Waser,Author
94,Dieter Grossegger,Author
94,Pengfei Zhang,Author
94,Georg Dorffner,Author
94,Stephen Roberts,Author
95,Clinical Trials,Topic
95,Randomization,Topic
95,Treatment Efficacies,Topic
95,Post Hoc Studies,Topic
95,Supervised-Learning Methods,Topic
95,Reinforcement-Learning Methods,Topic
95,Multi-Arm Bandits,Topic
95,Contextual-Bandit-Based Online Treatment Optimization Algorithm,Topic
95,International Stroke Trial,Topic
95,Yogatheesan Varatharajah,Author
95,Brent Berry,Author
95,Sanmi Koyejo,Author
95,Ravishankar Iyer,Author
96,C3T-Budget,Topic
96,Clinical Trials,Topic
96,Hyun-Suk Lee,Author
96,Cong Shen,Author
96,James Jordon,Author
96,Mihaela Van Der Schaar,Author
97,Clinical Trial,Topic
97,Treatment Effect,Topic
97,Helicobacter Pylori Infection,Topic
97,Xinyu Li,Author
97,Wang Miao,Author
97,Fang Lu,Author
97,Xiao-Hua Zhou,Author
97,External Control Data,Topic
97,Doubly Robust Estimator,Topic
97,Locally Efficient Estimator,Topic
97,Average Treatment Effect,Topic
97,Simulation,Topic
97,Combination Treatment,Topic
97,Triple Therapy,Topic
98,Causal Inference,Topic
98,Estimand Framework,Topic
98,Target Trial Framework,Topic
98,Patient-Level Clinical Trials,Topic
98,Observational Data,Topic
98,Long-Term Outcomes,Topic
98,Metastatic Non-Small Cell Lung Cancer,Topic
98,Letizia Polito,Author
98,Qixing Liang,Author
98,Navdeep Pal,Author
98,Philani Mpofu,Author
98,Ahmed Sawas,Author
98,Olivier Humblet,Author
98,Kaspar Rufibach,Author
98,Dominik Heinzmann,Author
99,Scaling Clinical Trial Matching Using Large Language Models: A Case Study In Oncology,Paper
99,Cliff Wong,Author
99,Sheng Zhang,Author
99,Yu Gu,Author
99,Christine Moung,Author
99,Jacob Abel,Author
99,Naoto Usuyama,Author
99,Roshanthi Weerasinghe,Author
99,Brian Piening,Author
99,Tristan Naumann,Author
99,Carlo Bifulco,Author
99,Hoifung Poon,Author
100,Pragmatic Clinical Trials,Topic
100,Health Interventions,Topic
100,Negative Spillover,Topic
100,Control Group,Topic
100,Treatment Effect,Topic
100,Social Welfare Interventions,Topic
100,Public Health Interventions,Topic
100,Patient Navigation,Topic
100,Ai-Based Physiological Alarms,Topic
100,Elective Induction Of Labor,Topic
100,Sean Mann,Author
100,Negative Spillover: A Potential Source Of Bias In Pragmatic Clinical Trials,Paper
101,Incorporating External Data For Analyzing Randomized Clinical Trials: A Transfer Learning Approach,Paper
101,Randomized Clinical Trials,Topic
101,Transfer Learning,Topic
102,A Conservative Approach To Leveraging External Evidence For Effective Clinical Trial Design,Paper
102,Fabio Rigat,Author
102,Clinical Trial Design,Topic
102,Bayesian Trial Design,Topic
102,Clinical Equipoise,Topic
102,Phase Ii Study Sample Size,Topic
102,Group Sequential Confirmatory Designs,Topic
103,"Leveraging Historical Data For High-Dimensional Regression Adjustment, A Composite Covariate Approach",Paper
103,Samuel Branders,Author
103,Alvaro Pereira,Author
103,Guillaume Bernard,Author
103,Marie Ernst,Author
103,Adelin Albert,Author
104,Clinical Trials,Topic
104,Electronic Health Records,Topic
104,Chatgpt,Topic
104,Georgios Peikos,Author
104,Symeon Symeonidis,Author
104,Pranav Kasela,Author
104,Gabriella Pasi,Author
105,Multivariate Rank-Based Analysis Of Multiple Endpoints In Clinical Trials: A Global Test Approach,Paper
105,Kexuan Li,Author
105,Lingli Yang,Author
105,Shaofei Zhao,Author
105,Susie Sinks,Author
105,Luan Lin,Author
105,Peng Sun,Author
106,Team Ielab,Topic
106,Csiro,Topic
106,The University Of Queensland,Topic
106,2023 Trec Clinical Trials Track,Topic
106,Chatgpt,Topic
106,Pubmedbert,Topic
106,Gpt-4,Topic
106,Shengyao Zhuang,Author
106,Bevan Koopman,Author
106,Guido Zuccon,Author
107,"Tables, Figures, And Listings (Tfls)",Topic
107,Clinical Trial Data,Topic
107,Large Language Models (Llms),Topic
107,Prompt Engineering,Topic
107,Few-Shot Transfer Learning,Topic
107,Public Clinical Trial Data In Adam Format,Topic
107,Clinical Trial Tfl Generation Agent,Topic
107,Yumeng Yang,Author
107,Peter Krusche,Author
107,Kristyn Pantoja,Author
107,Cheng Shi,Author
107,Ethan Ludmir,Author
107,Kirk Roberts,Author
107,Gen Zhu,Author
108,Comprehensive Cancer Center,Topic
108,Clinical Trials,Topic
108,Oncologists,Topic
108,Most Responsible Physicians,Topic
108,Patient Movements,Topic
108,Social Network Analysis,Topic
108,Community Detection Algorithms,Topic
108,Girvan-Newman,Topic
108,Louvain,Topic
108,Author'S Algorithm,Topic
108,Epidemiological Research,Topic
108,Centrality In Collaboration: A Novel Algorithm For Social Partitioning Gradients In Community Detection For Multiple Oncology Clinical Trial Enrollments,Paper
108,Benjamin Smith,Author
108,Tyler Pittman,Author
108,Wei Xu,Author
109,Clinical Trials,Topic
109,Binary Outcomes,Topic
109,Minge Xie,Author
109,Regina Y. Liu,Author
109,C. V. Damaraju,Author
109,William H. Olson,Author
109,Discrepant Posterior Phenomenon,Topic
109,Bayesian Approach,Topic
109,Confidence Distribution,Topic
110,Sample Size Calculation For Clinical Trials,Topic
110,Rmtld,Topic
110,Weibull Distribution,Topic
110,Xiang Geng,Author
110,Zhaojin Li,Author
110,Chengfeng Zhang,Author
110,Yanjie Wang,Author
110,Haoning Shen,Author
110,Zhiheng Huang,Author
110,Yawen Hou,Author
110,Zheng Chen,Author
111,Bayesian Predictive Probabilities Of Success (Ppos),Topic
111,Interim Trial Data,Topic
111,Simulation-Based Approach,Topic
111,Clinical Trials,Topic
111,Competing Event Data,Topic
111,Joint Distribution Of Time To Event And Event Type,Topic
111,I-Spy Covid Phase Ii Trial,Paper
111,Sthlm3 Prostate Cancer Diagnostic Trial,Paper
111,Nct04488081,Topic
111,Isrctn84445406,Topic
112,Electronic Health Records,Topic
112,Patient Information,Topic
112,Structured Data,Topic
112,Unstructured Data,Topic
112,Clinical Applications,Topic
112,Eligibility Criteria,Topic
112,Chronic Lymphocytic Leukemia,Topic
112,Prostate Cancer,Topic
112,Temporal Reasoning,Topic
112,Information Integration,Topic
112,Preethi Raghavan,Author
112,James L. Chen,Author
112,Eric Fosler-Lussier,Author
112,Albert M. Lai,Author
113,Failures In Phase 3 Clinical Trials,Topic
113,Drug Development In Oncology,Topic
113,Responders To An Oncology Treatment,Topic
113,Deep-Learning Derived Digital Pathology Scores,Topic
113,Immunohistochemistry Images,Topic
113,Tumor Biopsy Samples,Topic
113,Phase 1 Non-Small Cell Lung Cancer Clinical Trial,Paper
113,Auc Of Roc Curve,Topic
113,Auc Of Precision-Recall Curve,Topic
113,Tumor Proportion Score (Tps),Topic
113,Independent Testing Set Of Patients,Topic
113,Deep-Learning Derived Score,Topic
113,Qi Tang,Author
113,Vardaan Kishore Kumar,Author
114,Clinical Trials,Topic
114,Large Language Models,Topic
114,Clinical Trial Protocols,Topic
114,Nigel Markey,Author
114,Ilyass El-Mansouri,Author
114,Gaetan Rensonnet,Author
114,Casper Van Langen,Author
114,Christoph Meier,Author
114,Retrieval-Augmented Generation,Topic
114,Document Quality Improvement,Topic
115,Information Theory,Topic
115,Shannon Entropy,Topic
115,Kullback-Leibler Divergence,Topic
115,Mutual Information,Topic
115,Robin A. A. Ince,Author
115,Stefano Panzeri,Author
115,Simon R. Schultz,Author
115,Estimation Of Information-Theoretic Quantities,Paper
115,Applications Of Information-Theoretic Quantities In Neuroscience,Paper
116,Inverse Probability Weighting (Ipsw),Topic
116,Population Average Treatment Effect,Topic
116,Missing Data,Topic
116,Multiple Imputation (Mi),Topic
116,Frequent Hemodialysis Network (Fhn) Daily Trial,Topic
116,United States Renal Stage System (Usrds),Topic
116,Albee Y. Ling,Author
116,Maria E. Montez-Rath,Author
116,Kris Kapphahn,Author
116,Manisha Desai,Author
117,Response-Adaptive Randomization,Topic
117,Sequential Multiple Assignment Randomized Trials,Topic
117,Thompson Sampling,Topic
117,Peter Norwood,Author
117,Marie Davidian,Author
117,Eric Laber,Author
117,Adaptive Randomization Methods For Sequential Multiple Assignment Randomized Trials (Smarts) Via Thompson Sampling,Paper
118,Single-Cell Technologies,Topic
118,Immune Cell-Types,Topic
118,Machine Learning Approaches,Topic
118,Immunological Summaries,Topic
118,Cytocoset,Topic
118,Chi-Jane Chen,Author
118,Haidong Yi,Author
118,Natalie Stanley,Author
118,Clinical Covariates,Topic
118,Clinical Outcome,Topic
118,Per-Sample Featurizations,Topic
118,Loss Function,Topic
118,Triplet Term,Topic
118,Embedding Results,Topic
119,Utilising High-Dimensional Data In Randomised Clinical Trials: A Review Of Methods And Practice,Paper
119,Svetlana Cherlin,Author
119,Theophile Bigirumurame,Author
119,Michael J Grayling,Author
119,JÈrÈmie Nsengimana,Author
119,Luke Ouma,Author
119,Aida Santaolalla,Author
119,Fang Wan,Author
119,S Faye Williamson,Author
119,James M S Wason,Author
120,How Biomedical Papers Accumulated Their Clinical Citations: A Large-Scale Retrospective Analysis Based On Pubmed,Paper
120,Xin Li,Author
120,Xuli Tang,Author
120,Wei Lu,Author
121,Ibex,Topic
121,Ibex Knowledge-Base,Topic
121,Open Science,Topic
121,Andrea J. Radtke,Author
121,Ifeanyichukwu Anidi,Author
121,Leanne Arakkal,Author
121,Armando Arroyo-Mejias,Author
121,Rebecca T. Beuschel,Author
121,Katy Borner,Author
121,Colin J. Chu,Author
121,Beatrice Clark,Author
121,Menna R. Clatworthy,Author
121,Jake Colautti,Author
121,Joshua Croteau,Author
121,Saven Denha,Author
121,Rose Dever,Author
121,Walderez O. Dutra,Author
121,Sonja Fritzsche,Author
121,Spencer Fullam,Author
121,Michael Y. Gerner,Author
121,Anita Gola,Author
121,Kenneth J. Gollob,Author
121,Jonathan M. Hernandez,Author
121,Jyh Liang Hor,Author
121,Hiroshi Ichise,Author
121,Zhixin Jing,Author
121,Danny Jonigk,Author
121,Evelyn Kandov,Author
121,Wolfgang Kastenmueller,Author
121,Joshua F. E. Koenig,Author
121,Aanandita Kothurkar,Author
121,Alexandra Y. Kreins,Author
121,Ian Lamborn,Author
121,Yuri Lin,Author
121,Katia Luciano Pereira Morais,Author
121,Aleksandra Lunich,Author
121,Jean C. S. Luz,Author
121,Ryan B. Macdonald,Author
121,Chen Makranz,Author
121,Vivien I. Maltez,Author
121,Ryan V. Moriaty,Author
121,Juan M. Ocampo-Godinez,Author
121,Vitoria M. Olyntho,Author
121,Kartika Padhan,Author
121,Kirsten Remmert,Author
121,Nathan Richoz,Author
121,Edward C. Schrom,Author
121,Wanjing Shang,Author
121,Lihong Shi,Author
121,Rochelle M. Shih,Author
121,Emily Speranza,Author
121,Salome Stierli,Author
121,Sarah A. Teichmann,Author
121,Tibor Z. Veres,Author
121,Megan Vierhout,Author
121,Brianna T. Wachter,Author
121,Adam K. Wade-Vallance,Author
121,Margaret Williams,Author
121,Nathan Zangger,Author
121,Ronald N. Germain,Author
121,Ziv Yaniv,Author
122,Neural Latent Aligner,Topic
122,Cheol Jun Cho,Author
122,Edward F. Chang,Author
122,Gopala K. Anumanchipalli,Author
122,Intracranial Electrocorticography,Topic
122,Complex Human Behaviors,Topic
122,Neural Representations,Topic
122,Time Warping Model,Topic
122,Behavioral Coherence,Topic
122,Cross-Trial Consistent Representations,Topic
123,Neurocave,Topic
123,Connectomes,Topic
123,Clinical Neuroscience,Topic
123,Neuropsychiatric Disorders,Topic
123,Johnson J. G. Keiriz,Author
123,Liang Zhan,Author
123,Morris Chukhman,Author
123,Olu Ajilore,Author
123,Alex D. Leow,Author
123,Angus G. Forbes,Author
124,Pranab K. Sen,Author
124,Sequential Nonparametrics,Topic
124,Semiparametrics,Topic
124,Clinical Trials,Topic
124,Tze Leung Lai,Author
124,Zheng Su,Author
124,Nonparametric Inference,Topic
124,Semiparametric Inference,Topic
124,Computational Methods,Topic
124,Time-Sequential Clinical Trials,Topic
124,Survival Endpoints,Topic
125,Generalized Likelihood Ratio Statistics And Uncertainty Adjustments In Efficient Adaptive Design Of Clinical Trials,Paper
126,Toronto Metropolitan University,Topic
126,Trec Clinical Trials Track 2023,Topic
126,Aritra Kumar Lahiri,Author
126,Emrul Hasan,Author
126,Qinmin Vivian Hu,Author
126,Cherie Ding,Author
126,Team - V-Torontomu,Topic
127,Interim Analyses In Clinical Trials,Topic
127,Elina Asikanius,Author
127,Benjamin Hofner,Author
127,Lisa V. Hampson,Author
127,Gernot Wassmer,Author
127,Christopher Jennison,Author
127,Tobias Mielke,Author
127,Cornelia Ursula Kunz,Author
127,Kaspar Rufibach,Author
128,Drug Combinations In Clinical Trials,Topic
128,Phase I Clinical Trials,Topic
128,Phase Ii Clinical Trials,Topic
128,Two-Stage Designs,Topic
128,New Two-Stage Design,Topic
128,JosÈ L. JimÈnez,Author
128,Sungjin Kim,Author
128,Mourad Tighiouart,Author
129,On The Relevance Of Prognostic Information For Clinical Trials: A Theoretical Quantification,Paper
129,Bayesian Information Borrowing,Topic
129,Propensity Score Methods,Topic
129,Stratification,Topic
129,Covariate Adjustment,Topic
129,Prognostic Score,Topic
129,Machine Learning,Topic
129,Sample Size Reduction Formula,Topic
129,Historical Data,Topic
129,Randomised Clinical Trials,Topic
130,Cancer Clinical Trials,Topic
130,Large Language Models,Topic
130,Gpt4,Topic
130,Clinicaltrials.Gov,Topic
130,Mingye Gao,Author
130,Aman Varshney,Author
130,Shan Chen,Author
130,Vikram Goddla,Author
130,Jack Gallifant,Author
130,Patrick Doyle,Author
130,Claire Novack,Author
130,Maeve Dillon-Martin,Author
130,Teresia Perkins,Author
130,Xinrong Correia,Author
130,Erik Duhaime,Author
130,Howard Isenstein,Author
130,Elad Sharon,Author
130,Lisa Soleymani Lehmann,Author
130,David Kozono,Author
130,Brian Anthony,Author
130,Dmitriy Dligach,Author
130,Danielle S. Bitterman,Author
131,Treement,Topic
131,Brandon Theodorou,Author
131,Cao Xiao,Author
131,Jimeng Sun,Author
131,Clinical Trials,Topic
131,Machine Learning Models,Topic
131,Patient Electronic Health Records,Topic
132,Deep Learning,Topic
132,Neuroscience,Topic
132,Louis Fabrice Tshimanga,Author
132,Manfredo Atzori,Author
132,Federico Del Pup,Author
132,Maurizio Corbetta,Author
132,Biomedical Data Analysis,Topic
132,Neuroinformatic Toolboxes,Topic
133,Clinical Trial Outcome Prediction,Topic
133,Lifted,Topic
133,Wenhao Zheng,Author
133,Liaoyaqi Wang,Author
133,Dongshen Peng,Author
133,Hongxia Xu,Author
133,Yun Li,Author
133,Hongtu Zhu,Author
133,Tianfan Fu,Author
133,Huaxiu Yao,Author
134,Zero-Shot Multi-Lingual Speaker Verification In Clinical Trials,Paper
134,Ali Akram,Author
134,Marija Stanojevic,Author
134,Malikeh Ehghaghi,Author
134,Jekaterina Novikova,Author
134,Clinical Trials,Topic
134,Speaker Verification,Topic
134,Cognitive And Mental Health Disorders,Topic
134,Titanet,Topic
134,Ecapa-Tdnn,Topic
134,Speakernet,Topic
134,Speech Data,Topic
134,European Languages,Topic
134,Arabic,Topic
135,Linkedct,Topic
135,Oktie Hassanzadeh,Author
135,Anastasios Kementsietsidis,Author
135,Lipyeow Lim,Author
135,Renee J. Miller,Author
135,Min Wang,Author
136,Individualized Treatment Rules (Itrs),Topic
136,Patient Care,Topic
136,Randomized Clinical Trials,Topic
136,Cost-Effective Estimation Method,Topic
136,Active Learning Perspective,Topic
136,Most Informative Patients,Topic
136,Simulation Studies,Topic
136,Real-Data Examples,Topic
136,Risk Bounds,Topic
136,Stanislav Minsker,Author
136,Ying-Qi Zhao,Author
136,Guang Cheng,Author
136,Active Clinical Trials For Personalized Medicine,Paper
137,A Blockchain Framework For Managing And Monitoring Data In Multi-Site Clinical Trials,Paper
138,Phase I Dose-Finding Trials,Topic
138,Maximum Tolerated Dose (Mtd),Topic
138,Safe Efficacy Exploration Dose Allocation (Seeda),Topic
138,Cumulative Efficacy,Topic
138,Toxicity Violation Probability,Topic
138,Sample Efficiency,Topic
138,Seeda-Plateau Algorithm,Topic
138,Cong Shen,Author
138,Zhiyang Wang,Author
138,Sofia S. Villar,Author
138,Mihaela Van Der Schaar,Author
139,Clinical Trials,Topic
139,New Treatments,Topic
139,Medical Knowledge,Topic
139,Intervention Effectiveness Prediction Method,Topic
139,Pubmed Articles,Topic
139,Evidence Sentences,Topic
139,Bert-Based Classifier,Topic
